postal_code,http://webprotege.stanford.edu/R9vkBr0EApzeMGfa0rJGo9G,http://webprotege.stanford.edu/RJAL6Zu9F3EHB35HCs3cYD,http://webprotege.stanford.edu/RcIHdxpjQwjr8EG8yMhEYV,http://webprotege.stanford.edu/RDudF9SBo28CKqKpRN9poYL,http://webprotege.stanford.edu/RLc1ySxaRs4HWkW4m5w2Me
35771,False,False,False,True,False
36024,False,True,False,False,False
35010,False,True,False,True,False
36078,False,True,False,False,False
36067,False,True,False,False,False
36092,False,True,False,False,False
36093,False,True,False,False,False
36026,False,True,False,True,False
35136,False,True,False,True,False
36025,False,True,False,False,False
36022,False,True,False,False,False
36066,False,True,False,False,False
36051,False,True,False,False,False
36020,False,True,False,False,False
36080,False,True,False,False,False
35901,True,True,False,True,False
35954,True,True,False,True,False
35903,True,True,False,True,False
35907,True,True,False,True,False
35905,True,True,False,True,True
35904,True,True,False,True,False
35957,True,False,False,False,False
35961,True,False,False,True,False
35972,True,True,False,True,False
35956,True,True,False,True,False
36272,True,True,False,False,True
35902,True,,,,
35990,True,True,False,True,False
35121,True,True,False,True,False
35952,True,True,False,True,False
35906,True,True,False,True,False
36271,True,True,False,True,False
36320,False,True,False,False,False
36305,False,True,False,False,False
36312,False,True,False,False,False
36375,False,True,False,True,False
36319,False,True,False,True,False
36345,False,True,False,True,False
36376,False,True,False,False,False
36352,False,True,False,False,False
36302,False,,,,
36301,False,True,False,False,False
36303,False,True,False,False,False
36321,False,True,False,False,False
36343,False,True,False,False,False
36370,False,True,False,False,False
36350,False,True,False,False,False
35022,True,True,False,True,False
35130,True,True,False,False,True
35208,True,True,False,True,False
35242,True,True,False,False,False
35244,True,True,False,False,False
35221,True,True,False,True,False
35224,True,True,False,True,False
35253,True,,,,
35218,True,True,False,True,False
35243,True,True,False,True,False
35060,True,True,False,True,False
35123,True,,,,
35181,True,,,,
35063,True,True,False,False,False
35094,True,True,False,True,False
35005,True,True,False,True,True
35146,True,True,False,False,False
35203,True,True,False,True,False
35117,True,True,False,True,False
35211,True,True,False,True,False
35222,True,True,False,True,False
35216,True,True,False,True,False
35091,True,True,False,True,False
35231,True,,,,
35021,True,,,,
35036,True,True,False,True,False
35294,True,,,,
35254,True,True,False,True,False
35293,True,,,,
35061,True,True,False,True,False
35064,True,True,False,True,False
35126,True,True,False,True,False
35127,True,True,False,True,False
35206,True,True,False,True,False
35210,True,True,False,True,False
35202,True,,,,
35214,True,True,False,True,False
35215,True,True,False,True,False
35233,True,True,False,True,False
35444,True,True,False,True,False
35236,True,,,,
35023,True,True,False,True,True
35073,True,True,False,True,False
35004,True,True,False,False,False
35172,True,True,False,True,False
35111,True,True,False,True,False
35118,True,True,False,True,False
35048,True,,,,
35220,True,,,,
35219,True,,,,
35139,True,True,False,True,False
35068,True,True,False,True,False
35006,True,True,False,True,False
35173,True,True,False,True,False
35205,True,True,False,True,False
35209,True,True,False,True,False
35235,True,True,False,True,False
35234,True,True,False,True,False
35260,True,,,,
35261,True,,,,
35295,True,,,,
35020,True,True,False,True,False
35133,True,True,False,True,False
35116,True,True,False,True,False
35255,True,,,,
35223,True,True,False,True,False
35217,True,True,False,True,False
35285,True,,,,
35270,True,,,,
35142,True,,,,
35249,True,,,,
35080,True,True,False,False,False
35071,True,True,False,True,False
35148,True,True,False,False,True
35213,True,True,False,True,False
35212,True,True,False,True,False
35228,True,True,False,True,False
35259,True,,,,
35119,True,True,False,True,False
35062,True,True,False,True,True
35079,True,True,False,True,False
35204,True,True,False,True,False
35207,True,True,False,True,False
35201,True,,,,
35180,True,True,False,True,False
35226,True,True,False,True,False
35266,True,,,,
35015,True,,,,
35232,True,,,,
35229,True,True,False,True,False
35650,True,True,False,False,False
35618,True,True,False,False,False
35651,True,True,False,False,False
35540,True,True,False,False,False
35643,True,True,False,False,False
35803,False,False,False,True,False
35749,False,False,False,True,False
35760,False,False,False,True,False
35897,False,,,,
35810,False,False,False,True,False
35808,False,False,False,True,False
35776,False,False,False,True,False
35816,False,False,False,True,False
35801,False,False,False,True,False
35773,False,False,False,True,False
35894,False,,,,
35811,False,False,False,True,False
35741,False,False,False,True,False
35739,False,True,False,True,False
35763,False,False,False,True,False
35812,False,,,,
35895,False,,,,
35805,False,False,False,True,False
35802,False,False,False,True,False
35824,False,False,False,True,False
35750,False,False,False,True,False
35756,False,True,False,True,False
35757,False,False,False,True,False
35761,False,False,False,True,False
35748,False,False,False,True,False
35762,False,,,,
35814,False,,,,
35899,False,,,,
35767,False,,,,
35893,False,,,,
35815,False,,,,
35804,False,,,,
35807,False,,,,
35759,False,False,False,True,False
35896,False,False,False,True,False
35898,False,,,,
35809,False,,,,
35806,False,False,False,True,False
35758,False,False,False,True,False
35813,False,,,,
36571,True,True,True,True,True
36695,True,True,True,True,True
36587,True,True,True,True,True
36613,True,True,True,True,True
36663,True,,,,
36652,True,,,,
36528,True,True,True,True,False
36525,True,True,True,True,True
36582,True,True,True,True,True
36572,True,True,True,True,True
36612,True,True,True,True,False
36689,True,,,,
36618,True,True,True,True,True
36603,True,True,True,True,False
36608,True,True,True,True,True
36560,True,True,True,True,True
36604,True,True,True,True,False
36617,True,True,True,True,False
36640,True,,,,
36505,True,True,True,True,True
36509,True,True,True,True,True
36521,True,True,True,True,True
36575,True,True,True,True,True
36607,True,True,True,True,False
36606,True,True,True,True,False
36609,True,True,True,True,True
36544,True,True,True,True,True
36619,True,True,True,True,True
36685,True,,,,
36691,True,,,,
36601,True,,,,
36671,True,,,,
36512,True,True,True,True,True
36523,True,True,True,True,True
36605,True,True,True,True,True
36693,True,True,True,True,True
36602,True,True,True,True,False
36644,True,,,,
36610,True,True,True,True,False
36660,True,,,,
36688,True,True,True,True,False
36615,True,True,True,True,False
36616,True,True,True,True,False
36633,True,,,,
36541,True,True,True,True,True
36611,True,True,True,True,True
36670,True,,,,
36568,True,True,True,True,False
36675,True,,,,
36522,True,True,True,True,True
36590,True,True,True,True,False
20001,True,True,True,True,False
20005,True,True,True,True,False
20017,True,True,True,True,False
20374,True,,,,
20254,True,,,,
20426,True,,,,
20544,True,,,,
20063,True,,,,
20557,True,,,,
20441,True,,,,
20534,True,,,,
20217,True,,,,
20391,True,,,,
20507,True,,,,
20591,True,,,,
20245,True,True,True,True,False
20303,True,,,,
20204,True,True,True,True,False
20405,True,True,True,True,False
20542,True,,,,
20573,True,,,,
20235,True,,,,
56998,True,,,,
20004,True,True,True,True,False
20528,True,,,,
20038,True,,,,
20372,True,,,,
20520,True,True,True,True,False
20027,True,,,,
20039,True,,,,
20056,True,,,,
20220,True,,,,
20066,True,,,,
20057,True,True,True,True,False
20500,True,,,,
20380,True,,,,
20575,True,,,,
20560,True,True,True,True,False
20431,True,,,,
20463,True,,,,
20506,True,True,True,True,False
20062,True,,,,
20268,True,,,,
20504,True,,,,
20521,True,,,,
20003,True,True,True,True,False
20008,True,True,True,True,False
20015,True,True,True,True,False
20035,True,,,,
20029,True,,,,
20472,True,,,,
20529,True,,,,
20404,True,,,,
20052,True,True,True,True,False
20059,True,,,,
20045,True,True,True,True,False
20319,True,True,True,True,False
20566,True,True,True,True,False
20541,True,,,,
20239,True,,,,
20411,True,,,,
20228,True,True,True,True,False
20524,True,,,,
20270,True,,,,
20433,True,,,,
20424,True,,,,
20422,True,,,,
20535,True,True,True,True,False
20436,True,,,,
20538,True,,,,
20071,True,,,,
20237,True,,,,
20546,True,,,,
20047,True,,,,
20410,True,,,,
20439,True,,,,
20016,True,True,True,True,False
20024,True,True,True,True,False
20036,True,True,True,True,False
20376,True,,,,
20536,True,,,,
20013,True,,,,
20437,True,,,,
20202,True,True,True,True,False
20549,True,,,,
20033,True,,,,
20201,True,,,,
20211,True,,,,
20055,True,,,,
20447,True,,,,
20460,True,,,,
20442,True,,,,
20590,True,,,,
20526,True,,,,
20398,True,,,,
20565,True,True,True,True,False
20418,True,True,True,True,False
20456,True,,,,
20539,True,,,,
20435,True,,,,
20451,True,,,,
20415,True,,,,
20417,True,,,,
20002,True,True,True,True,False
20007,True,True,True,True,False
20011,True,True,True,True,False
20018,True,True,True,True,False
20091,True,,,,
20530,True,,,,
20026,True,,,,
20429,True,,,,
20402,True,,,,
20226,True,,,,
20509,True,,,,
20594,True,,,,
20414,True,,,,
20505,True,,,,
20064,True,True,True,True,False
20219,True,,,,
20241,True,,,,
20289,True,,,,
20049,True,,,,
20212,True,,,,
20240,True,True,True,True,False
20042,True,,,,
20218,True,,,,
20586,True,,,,
20444,True,,,,
20554,True,,,,
20390,True,True,True,True,False
20533,True,,,,
20552,True,,,,
20423,True,,,,
20037,True,True,True,True,False
20421,True,,,,
20250,True,,,,
20373,True,True,True,True,False
20510,True,True,True,True,False
20044,True,,,,
20577,True,,,,
20318,True,,,,
20229,True,,,,
20401,True,,,,
20571,True,,,,
20597,True,,,,
20523,True,,,,
20503,True,,,,
20434,True,,,,
20580,True,,,,
20073,True,,,,
20508,True,,,,
20306,True,,,,
20230,True,True,True,True,False
20227,True,,,,
20340,True,,,,
20419,True,,,,
20543,True,,,,
20547,True,,,,
20210,True,,,,
20440,True,,,,
20222,True,,,,
20053,True,True,True,True,False
20581,True,,,,
20555,True,,,,
20006,True,True,True,True,False
20010,True,True,True,True,False
20012,True,True,True,True,False
20019,True,True,True,True,False
20020,True,True,True,True,False
20427,True,True,True,True,False
20515,True,,,,
20522,True,,,,
20221,True,,,,
20559,True,,,,
20043,True,,,,
20428,True,,,,
20593,True,True,True,True,False
20375,True,,,,
20242,True,,,,
20570,True,,,,
20203,True,,,,
20370,True,,,,
20223,True,,,,
20425,True,,,,
20525,True,,,,
20260,True,True,True,True,False
20413,True,,,,
20576,True,,,,
20076,True,,,,
20572,True,,,,
20208,True,,,,
20244,True,,,,
20407,True,,,,
20551,True,True,True,True,False
20408,True,,,,
20009,True,True,True,True,False
20032,True,True,True,True,False
20040,True,,,,
20090,True,,,,
20540,True,True,True,True,False
20030,True,,,,
20585,True,,,,
20215,True,,,,
20416,True,,,,
20060,True,,,,
20392,True,,,,
20553,True,True,True,True,False
20065,True,,,,
20216,True,,,,
20579,True,,,,
20388,True,,,,
20531,True,,,,
20412,True,,,,
20527,True,,,,
20548,True,,,,
20403,True,,,,
20224,True,,,,
20213,True,,,,
20420,True,,,,
36043,True,True,False,True,False
36108,True,True,False,True,False
36029,True,True,False,False,False
36112,True,True,False,True,False
36052,True,True,False,True,False
36102,True,,,,
36069,True,True,False,True,False
36104,True,True,False,True,False
36013,True,True,False,True,False
36111,True,True,False,True,False
36124,True,,,,
36103,True,,,,
36047,True,True,False,False,False
36115,True,True,False,True,False
36113,True,True,False,True,False
36110,True,True,False,True,False
36125,True,,,,
36101,True,,,,
36130,True,,,,
36114,True,,,,
36118,True,,,,
36131,True,,,,
36054,True,True,False,False,False
36109,True,True,False,True,False
36041,True,True,False,False,False
36107,True,True,False,True,False
36121,True,,,,
36117,True,True,False,True,False
36120,True,,,,
36123,True,,,,
36064,True,True,False,True,False
36105,True,True,False,True,False
36106,True,True,False,True,False
36116,True,True,False,True,False
36119,True,,,,
36065,True,,,,
36036,True,True,False,True,False
36046,True,True,False,False,False
36057,True,,,,
35175,False,False,False,False,False
35640,False,True,False,False,False
35602,False,,,,
35058,False,True,False,True,False
35601,False,True,False,False,False
35087,False,True,False,True,False
35775,False,True,False,False,False
35019,False,True,False,True,False
35016,False,False,False,False,False
35754,False,True,False,False,False
35179,False,True,False,True,False
35621,False,True,False,False,False
35622,False,True,False,False,False
35670,False,True,False,False,False
36874,False,True,False,True,False
36871,False,True,False,True,False
36877,False,True,False,True,False
36804,False,True,False,True,False
36869,False,True,False,True,False
36860,False,True,False,True,False
36875,False,True,False,True,False
36856,False,True,False,True,False
36053,False,True,False,True,False
36858,False,True,False,True,False
36868,False,,,,
36851,False,,,,
36027,False,True,False,True,False
36867,False,True,False,True,False
36870,False,True,False,True,False
35115,True,True,False,False,False
35176,True,True,False,False,False
35051,True,True,False,False,False
35078,True,True,False,False,True
35114,True,True,False,False,False
35178,True,True,False,False,True
35187,True,True,False,False,False
35238,True,,,,
35040,True,True,False,False,False
35137,True,,,,
35043,True,True,False,False,False
35185,True,,,,
35007,True,True,False,False,False
35147,True,True,False,False,False
35124,True,True,False,False,False
35128,True,True,False,False,True
35035,True,True,False,False,False
35186,True,True,False,False,False
35143,True,True,False,False,False
36925,False,True,False,False,False
36901,False,True,False,False,False
36907,False,True,False,False,False
35464,False,True,False,False,False
35442,False,True,False,False,False
35470,False,True,False,False,False
35459,False,True,False,False,False
36912,False,True,False,False,False
35477,False,True,False,False,False
35460,False,True,False,False,False
36922,False,True,False,False,False
35014,False,True,False,True,True
35151,False,True,False,True,True
35032,False,True,False,True,False
35096,False,True,False,True,True
35149,False,True,False,True,True
35150,False,True,False,True,True
36260,False,True,False,True,True
35072,False,True,False,True,True
35160,False,True,False,True,True
36203,False,True,False,True,True
35044,False,True,False,True,True
36268,False,True,False,True,True
35082,False,False,False,False,True
35184,False,True,False,False,False
35490,False,True,False,True,False
35546,False,True,False,True,False
35453,False,True,False,True,False
35458,False,True,False,True,False
35466,False,True,False,False,False
35475,False,True,False,True,False
35480,False,True,False,True,False
35440,False,,,,
35579,False,True,False,False,False
35486,False,,,,
35473,False,True,False,True,False
35476,False,True,False,True,False
35452,False,True,False,True,False
35456,False,True,False,True,False
35403,False,,,,
35402,False,,,,
35457,False,True,False,True,False
35449,False,,,,
35468,False,,,,
35406,False,True,False,True,False
35474,False,True,False,True,False
35407,False,,,,
35463,False,True,False,True,False
35574,False,True,False,True,False
35469,False,True,False,True,False
35188,False,True,False,False,False
35555,False,True,False,False,False
35401,False,True,False,True,False
35404,False,True,False,True,False
35405,False,True,False,True,False
35446,False,True,False,True,False
35482,False,,,,
35478,False,,,,
32601,False,True,False,True,False
32605,False,True,False,True,False
32635,False,,,,
32612,False,True,False,True,False
32608,False,True,False,True,True
32609,False,True,False,True,True
32614,False,,,,
32641,False,True,False,True,True
32640,False,True,True,True,True
32631,False,True,False,True,False
32633,False,,,,
32662,False,,,,
32669,False,True,True,True,True
32627,False,,,,
32610,False,,,,
32606,False,True,False,True,True
32622,False,True,False,False,True
32666,False,True,True,False,True
32654,False,,,,
32618,False,True,True,True,True
32044,False,True,False,False,True
32604,False,,,,
32611,False,,,,
32607,False,True,False,True,True
32603,False,True,False,True,False
32615,False,True,False,True,True
32653,False,True,False,True,True
32694,False,True,False,True,True
32658,False,True,False,True,True
32040,False,True,True,True,True
32063,False,True,True,True,True
32405,False,True,True,True,False
32403,False,True,True,True,False
32417,False,,,,
32409,False,True,True,True,False
32406,False,,,,
32428,False,True,True,True,False
32456,False,True,True,False,True
32437,False,True,True,True,False
32411,False,,,,
32438,False,True,True,True,False
32465,False,True,True,False,True
32408,False,True,True,True,False
32461,False,True,True,False,False
32462,False,True,True,True,False
32401,False,True,True,True,False
32407,False,True,True,True,False
32410,False,True,True,True,True
32413,False,True,True,True,False
32466,False,True,True,True,False
32444,False,True,True,True,False
32404,False,True,True,True,False
32402,False,,,,
32901,False,True,True,True,False
32908,False,True,True,True,True
32952,False,True,True,True,False
32905,False,True,True,True,False
32920,False,True,True,True,False
32903,False,True,True,True,False
32925,False,True,True,True,False
32953,False,True,True,True,True
32941,False,,,,
32923,False,,,,
32781,False,,,,
32909,False,True,True,True,True
32950,False,True,True,True,True
32902,False,,,,
32924,False,,,,
32906,False,,,,
32959,False,,,,
32815,False,,,,
32899,False,,,,
32926,False,True,True,True,True
32783,False,,,,
32911,False,,,,
32910,False,,,,
32935,False,True,True,True,False
32904,False,True,True,True,False
32922,False,True,True,True,False
32937,False,True,True,True,False
32976,False,True,True,True,True
32932,False,,,,
32780,False,True,True,True,True
32936,False,,,,
32956,False,,,,
32775,False,,,,
32948,False,True,True,True,True
32955,False,True,True,True,True
32931,False,True,True,True,False
32927,False,True,True,True,True
32934,False,True,True,True,True
32912,False,,,,
32940,False,True,True,True,True
32951,False,True,True,True,False
32907,False,True,True,True,False
32949,False,True,True,True,True
32796,False,True,True,True,True
32954,False,,,,
33019,True,True,True,True,False
33004,True,True,True,True,False
33308,True,True,True,True,False
33062,True,True,True,True,False
33332,True,True,True,True,True
33329,True,,,,
33348,True,,,,
33024,True,True,True,True,False
33021,True,True,True,True,False
33022,True,,,,
33076,True,True,True,True,False
33312,True,True,True,True,False
33323,True,True,True,True,False
33317,True,True,True,True,False
33306,True,True,True,True,False
33318,True,,,,
33325,True,True,True,True,False
33351,True,True,True,True,False
33307,True,,,,
33394,True,,,,
33388,True,,,,
33009,True,True,True,True,False
33071,True,True,True,True,False
33073,True,True,True,True,False
33319,True,True,True,True,False
33069,True,True,True,True,False
33327,True,True,True,True,True
33441,True,True,True,True,False
33061,True,,,,
33335,True,,,,
33310,True,,,,
33020,True,True,True,True,False
33008,True,,,,
33309,True,True,True,True,False
33301,True,True,True,True,False
33063,True,True,True,True,False
33067,True,True,True,True,False
33331,True,True,True,True,False
33330,True,True,True,True,False
33075,True,,,,
33081,True,,,,
33083,True,,,,
33060,True,True,True,True,False
33029,True,True,True,True,True
33065,True,True,True,True,False
33328,True,True,True,True,False
33334,True,True,True,True,False
33359,True,,,,
33084,True,,,,
33093,True,,,,
33443,True,,,,
33077,True,,,,
33346,True,,,,
33025,True,True,True,True,False
33314,True,True,True,True,False
33322,True,True,True,True,False
33026,True,True,True,True,False
33324,True,True,True,True,False
33326,True,True,True,True,True
33345,True,,,,
33339,True,,,,
33097,True,,,,
33304,True,True,True,True,False
33305,True,True,True,True,False
33316,True,True,True,True,False
33064,True,True,True,True,False
33338,True,,,,
33442,True,True,True,True,False
33320,True,,,,
33074,True,,,,
33082,True,,,,
33311,True,True,True,True,False
33313,True,True,True,True,False
33321,True,True,True,True,False
33315,True,True,True,True,False
33028,True,True,True,True,False
33068,True,True,True,True,False
33066,True,True,True,True,False
33355,True,,,,
33302,True,,,,
34449,True,True,True,False,True
34428,True,True,True,True,True
34601,True,True,True,False,True
34460,True,,,,
34464,True,,,,
34452,True,True,True,True,True
34487,True,,,,
34448,True,True,True,True,True
34465,True,True,True,True,True
34434,True,True,True,True,True
34450,True,True,True,True,True
34436,True,True,True,True,True
34423,True,,,,
34433,True,True,True,True,True
34442,True,True,True,True,True
34453,True,True,True,True,True
34441,True,,,,
34447,True,,,,
34446,True,True,True,True,True
34451,True,,,,
34461,True,True,True,True,True
34445,True,True,True,True,False
34429,True,True,True,True,True
34101,False,True,True,True,False
34112,False,True,True,True,True
34103,False,True,True,True,False
34114,False,True,True,True,True
34141,False,True,True,True,True
34146,False,,,,
34120,False,True,True,True,True
34117,False,True,True,True,True
34106,False,,,,
34104,False,True,True,True,False
34116,False,True,True,True,True
34108,False,True,True,True,False
34145,False,True,True,True,False
34140,False,True,True,True,False
34102,False,True,True,True,False
34107,False,,,,
34109,False,True,True,True,False
34113,False,True,True,True,True
34105,False,True,True,True,False
34142,False,True,True,True,True
34139,False,True,True,True,False
34138,False,True,True,True,False
32038,False,True,False,True,True
32025,False,True,False,True,True
32061,False,True,False,True,True
32087,False,True,True,True,True
32096,False,True,False,True,True
32056,False,,,,
32643,False,True,False,True,True
32024,False,True,False,True,True
32055,False,True,False,True,True
32094,False,True,False,True,True
32233,True,True,True,True,False
32244,True,True,True,True,False
32277,True,True,True,True,False
32209,True,True,True,True,False
32218,True,True,True,True,True
32250,True,True,True,True,True
32245,True,,,,
32212,True,True,True,True,False
32228,True,True,True,True,False
32229,True,,,,
32082,True,True,True,True,True
32081,True,True,True,True,True
32224,True,True,True,True,False
32234,True,True,True,True,True
32246,True,True,True,True,False
32214,True,,,,
32099,True,,,,
32084,True,True,True,True,True
32221,True,True,True,True,True
32223,True,True,True,True,False
32219,True,True,True,True,False
32239,True,,,,
32227,True,True,True,True,False
32257,True,True,True,True,False
32073,True,True,True,False,False
32205,True,True,True,True,False
32220,True,True,True,True,True
32226,True,True,True,True,True
32241,True,,,,
32208,True,True,True,True,False
32202,True,True,True,True,False
32211,True,True,True,True,False
32217,True,True,True,True,False
32222,True,True,True,True,True
32240,True,,,,
32254,True,True,True,True,False
32259,True,True,True,True,True
32235,True,,,,
32247,True,,,,
32206,True,True,True,True,False
32210,True,True,True,True,False
32216,True,True,True,True,False
32236,True,,,,
32256,True,True,True,True,False
32258,True,True,True,True,False
32255,True,,,,
32203,True,,,,
32204,True,True,True,True,False
32207,True,True,True,True,False
32225,True,True,True,True,False
32266,True,True,True,True,False
32238,True,,,,
32506,True,True,True,True,False
32535,True,True,True,True,True
32503,True,True,True,True,False
32520,True,,,,
32507,True,True,True,True,False
32524,True,,,,
32505,True,True,True,True,False
32568,True,True,True,True,True
32511,True,True,True,True,False
32502,True,True,True,True,False
32534,True,True,True,True,False
32523,True,,,,
32577,True,True,True,True,True
32560,True,,,,
32509,True,True,True,True,False
32512,True,,,,
32504,True,True,True,True,False
32514,True,True,True,True,True
32526,True,True,True,True,True
32561,True,True,True,True,False
32513,True,,,,
32508,True,True,True,True,False
32516,True,,,,
32501,True,True,True,True,False
32522,True,,,,
32591,True,,,,
32533,True,True,True,True,True
32559,True,,,,
32145,False,True,True,True,True
32143,False,,,,
32110,False,True,True,False,True
32086,False,True,True,True,True
32164,False,True,True,False,True
32135,False,,,,
32080,False,True,True,True,True
32137,False,True,True,False,True
32052,False,True,False,True,True
32053,False,True,False,True,True
33875,False,True,False,True,True
33862,False,,,,
33876,False,True,False,True,True
33871,False,,,,
33852,False,True,False,True,True
33870,False,True,False,True,True
33857,False,True,False,True,True
33872,False,True,False,True,True
33960,False,True,True,True,True
33511,True,True,True,True,False
33570,True,True,True,True,False
33573,True,True,True,True,False
33564,True,,,,
33547,True,True,True,True,True
33583,True,,,,
33614,True,True,True,True,False
33610,True,True,True,True,False
33616,True,True,True,True,False
33568,True,,,,
33680,True,,,,
33694,True,,,,
33679,True,,,,
33565,True,True,True,True,True
33544,True,True,True,True,True
33605,True,True,True,True,False
33548,True,True,True,True,False
33617,True,True,True,True,False
33625,True,True,True,True,False
33615,True,True,True,True,False
33688,True,,,,
33558,True,True,True,True,False
33569,True,True,True,True,False
33595,True,,,,
33611,True,True,True,True,False
33684,True,,,,
33620,True,True,True,True,False
33672,True,,,,
33646,True,,,,
33673,True,,,,
33630,True,,,,
33563,True,True,True,True,False
33578,True,True,True,True,False
33584,True,True,True,True,False
33592,True,True,True,True,True
33594,True,True,True,True,False
33623,True,,,,
33689,True,,,,
33674,True,,,,
33586,True,,,,
33549,True,True,True,True,False
33566,True,True,True,True,False
33527,True,True,True,True,False
33604,True,True,True,True,False
33598,True,True,True,True,True
33624,True,True,True,True,False
33635,True,True,True,True,False
33687,True,,,,
33681,True,,,,
33559,True,True,True,True,False
33579,True,True,True,True,False
33601,True,,,,
33602,True,True,True,True,False
33572,True,True,True,True,False
33550,True,,,,
33596,True,True,True,True,False
33647,True,True,True,True,False
33626,True,True,True,True,False
33622,True,,,,
33609,True,True,True,True,False
33860,True,True,True,True,True
33810,True,True,True,True,False
33509,True,,,,
33530,True,,,,
33675,True,,,,
33540,True,True,True,True,True
33618,True,True,True,True,False
33629,True,True,True,True,False
33682,True,,,,
33621,True,True,True,True,False
33677,True,,,,
33571,True,,,,
33503,True,True,True,True,False
33510,True,True,True,True,False
33556,True,True,True,True,False
33567,True,True,True,True,True
33534,True,True,True,True,False
33606,True,True,True,True,False
33603,True,True,True,True,False
33613,True,True,True,True,False
33619,True,True,True,True,False
33634,True,True,True,True,False
33607,True,True,True,True,False
33612,True,True,True,True,False
33637,True,True,True,True,False
33685,True,,,,
33508,True,,,,
33587,True,,,,
32455,False,True,True,False,False
32464,False,True,True,False,False
32425,False,True,True,False,False
32433,False,True,True,False,False
32440,False,True,True,False,False
32452,False,,,,
32963,False,True,True,True,False
